subject	session	mapping	run	trial_nr	gaze_dispersion	n_samples	frac_valid
02	1	cdf	2	27	62.27729511664659	792	0.9861111111111112
02	1	cdf	2	28	31.8249715546646	901	0.9411764705882353
02	1	cdf	2	29	37.32751076545052	803	0.9912826899128269
02	1	cdf	2	30	85.52007340032773	1134	0.8386243386243386
02	1	cdf	2	31	94.75125593732518	976	0.9938524590163934
02	1	cdf	2	32	37.96379267788297	1143	0.9641294838145232
02	1	cdf	2	33	49.68806896640832	843	0.9454329774614472
02	1	cdf	2	34	40.17394653287157	1060	0.9462264150943396
02	1	cdf	2	35	73.51285437342804	1076	0.9330855018587361
02	1	cdf	2	36	25.442236867827948	661	0.9742813918305597
02	1	cdf	2	37	34.53749555870957	743	0.9946164199192463
02	1	cdf	2	38	22.84652780053007	826	0.8329297820823245
02	1	cdf	2	39	54.342064295427676	1226	0.9404567699836868
02	1	cdf	2	40	46.18928060703152	784	0.6989795918367347
02	1	cdf	2	41	28.649447623953176	633	0.981042654028436
02	1	cdf	2	42	27.122255680898398	1084	0.8579335793357934
02	1	cdf	2	43	59.31849287891339	910	0.6065934065934065
02	1	cdf	2	44	34.69173713267822	951	0.650893796004206
02	1	cdf	2	45	49.87952521753638	968	0.753099173553719
02	1	cdf	2	46	44.67763482710704	1068	0.7602996254681648
02	1	cdf	3	47	315.72329612373466	1218	0.15599343185550082
02	1	cdf	3	48	695.7306614079027	1168	0.0761986301369863
02	1	cdf	3	49	56.82988736546601	860	0.12674418604651164
02	1	cdf	3	50	405.37732170447214	943	0.15058324496288442
02	1	cdf	3	51		1159	0.0
02	1	cdf	3	52	201.26838311198867	1112	0.17176258992805754
02	1	cdf	3	53	453.46492349875166	959	0.264859228362878
02	1	cdf	3	54	76.30743713830238	875	0.2925714285714286
02	1	cdf	3	55	41.38027080306138	659	0.212443095599393
02	1	cdf	3	56	719.2085624903347	901	0.09211986681465038
02	1	cdf	3	57	396.36821827318664	1060	0.3452830188679245
02	1	cdf	3	58	91.27754232898414	984	0.09044715447154472
02	1	cdf	3	59	57.74051651495728	942	0.2515923566878981
02	1	cdf	3	60	402.7633466790383	634	0.08675078864353312
02	1	cdf	3	61	655.2140575320225	1084	0.12084870848708487
02	1	cdf	3	62	240.78570135567387	1026	0.15594541910331383
02	1	cdf	3	63	488.20912133581623	1209	0.06451612903225806
02	1	cdf	3	64	1393.0007970895213	1051	0.03235014272121789
02	1	cdf	3	65	278.4470777006575	810	0.337037037037037
02	1	cdf	3	66	67.74678224971508	909	0.0374037403740374
02	1	cdf	3	67	859.8217709788007	959	0.0667361835245047
02	1	cdf	3	68	1194.4360826580698	1095	0.0136986301369863
02	1	cdf	3	69	1447.231733439742	726	0.027548209366391185
02	1	cdf	4	70		979	0.0
02	1	cdf	4	71	473.32973784498284	1235	0.11902834008097166
02	1	cdf	4	72	722.8775343192217	1176	0.06802721088435375
02	1	cdf	4	73	438.56161146510937	1187	0.14237573715248525
02	1	cdf	4	74	517.2783397107228	868	0.06221198156682028
02	1	cdf	4	75	485.1115483566283	917	0.13304252998909488
02	1	cdf	4	76	564.9805501579561	1170	0.03247863247863248
02	1	cdf	4	77	1069.8739630979007	1026	0.0594541910331384
02	1	cdf	4	78	1071.9199337844427	751	0.019973368841544607
02	1	cdf	4	79	0.0	1043	0.004793863854266539
02	1	cdf	4	80	360.03435154039624	778	0.05269922879177378
02	1	cdf	4	81	16.813489394100674	934	0.018201284796573874
02	1	cdf	4	82	44.29691856229939	1035	0.04541062801932367
02	1	cdf	4	83		759	0.0
02	1	cdf	4	84		1034	0.0
02	1	cdf	4	85		842	0.0
02	1	cdf	4	86		601	0.0
02	1	cdf	4	87		1037	0.0
02	1	cdf	4	88		1076	0.0
02	1	cdf	4	89		859	0.0
02	1	cdf	4	90		1220	0.0
02	1	cdf	4	91		901	0.0
02	1	cdf	4	92		1251	0.0
02	1	cdf	5	93		1001	0.0
02	1	cdf	5	94	36.46800439847087	1184	0.9535472972972973
02	1	cdf	5	95	51.2716432785025	1043	1.0
02	1	cdf	5	96	43.214809927026664	1145	1.0
02	1	cdf	5	97	51.49501810516168	792	1.0
02	1	cdf	5	98	38.496271498894124	1051	1.0
02	1	cdf	5	99	44.859647196979886	867	1.0
