subject	session	orientation	sd_E
20	1	122.99999237060547	18.701529230547642
20	1	123.99998474121094	18.516461839891562
20	1	124.99999237060547	18.27395597341026
20	1	125.99999237060547	19.36820691995966
20	1	127.0	18.355600639654007
20	1	127.99999237060547	18.270499897690232
20	1	128.99998474121094	17.204309075798534
20	1	130.0	17.744783652368938
20	1	130.99998474121094	17.141672826014933
20	1	132.0	17.593351528280586
20	1	132.99998474121094	16.692992576794918
20	1	134.0	17.76058529501376
20	1	135.0	18.068725864324303
20	1	135.99998474121094	19.256903864792427
20	1	137.0	19.102632089556643
20	1	137.99998474121094	17.25927331559692
20	1	139.0	18.82663951312206
20	1	139.99998474121094	19.952529603454252
20	1	140.99998474121094	20.575565799164476
20	1	142.0	19.57308185920878
20	1	142.99998474121094	19.84547663349806
20	1	144.0	19.248205618884416
20	1	144.99998474121094	20.17801634607118
20	1	146.0	19.394137733143616
20	1	147.0	19.36360678755366
20	1	147.99998474121094	18.256100151372554
20	1	149.0	18.491495790927875
20	1	149.99998474121094	18.18161864602086
20	1	151.0	17.42084144041357
20	1	151.99998474121094	18.45930340182231
20	1	152.99998474121094	17.7834903343954
20	1	154.0	17.361925936180334
20	1	154.99998474121094	16.93566749045818
20	1	156.0	17.43323481866256
20	1	156.99998474121094	17.684917044293776
20	1	158.0	16.448263483738778
20	1	158.99998474121094	16.352427391947035
20	1	159.99998474121094	16.01357316948624
20	1	161.0	15.59371631856368
20	1	161.99998474121094	15.855679686443056
20	1	163.0	17.14200409018968
20	1	163.99998474121094	17.0287749216765
20	1	164.99998474121094	17.29390578978347
20	1	166.0	16.770272752159027
20	1	166.99998474121094	16.311528219196997
20	1	168.0	16.31272350230175
20	1	168.99998474121094	15.918553285300316
20	1	169.99998474121094	16.289709179893393
20	1	170.99998474121094	14.571938801749988
20	1	171.99998474121094	13.84457829665699
20	1	173.0	12.884632774852134
20	1	173.99998474121094	13.171259955824427
20	1	175.0	11.392481474240823
20	1	175.99998474121094	12.236835435853322
20	1	176.99998474121094	11.915061808959436
20	1	178.0	11.189085270947013
20	1	178.99998474121094	10.11687107598101
20	2	0.0	6.887929454821923
20	2	0.9999999403953552	6.433095205159726
20	2	1.9999998807907104	6.770943255378414
20	2	3.0	5.978096604070626
20	2	3.999999761581421	7.299126906537378
20	2	4.999999523162842	6.84529626779635
20	2	6.0	9.272847524769608
20	2	6.999999523162842	8.000509640895878
20	2	7.999999523162842	8.63561563464316
20	2	9.0	9.011372515415887
20	2	9.999999046325684	9.239908083723575
20	2	10.999999046325684	10.12943691650654
20	2	12.0	10.096308791484686
20	2	12.999999046325684	9.75737516807479
20	2	13.999999046325684	9.492014634856977
20	2	15.0	9.475778421426211
20	2	15.999999046325684	9.647951268702954
20	2	16.999998092651367	10.146337365834091
20	2	18.0	9.841511999591946
20	2	18.999998092651367	8.774617668215736
20	2	19.999998092651367	10.73435262034872
20	2	21.0	9.708275499452506
20	2	21.999998092651367	9.603353548517356
20	2	22.999998092651367	9.214485265859143
20	2	24.0	10.335187827516712
20	2	24.999998092651367	9.352806841835655
20	2	25.999998092651367	9.83752487666395
20	2	27.0	10.31675058562591
20	2	27.999998092651367	10.472405474168621
20	2	28.999998092651367	10.322572468119699
20	2	30.0	11.322397756940967
20	2	30.999996185302734	12.14050074025217
20	2	31.999998092651367	12.351736293165862
20	2	33.0	14.029667031654228
20	2	33.999996185302734	13.824653781074417
20	2	34.999996185302734	13.616922115204941
20	2	36.0	13.81256776133808
20	2	36.999996185302734	14.027100588073596
