subject	session	value	sd_E	mean_E
23	1	36.5	6.0520999685484504	30.690255033016204
23	1	39.0	5.921751944679475	31.490115204811097
23	1	40.0	6.317215310672497	32.3383206717968
23	1	41.0	6.178409904313307	34.18330038022995
23	1	41.5	5.949368425923477	34.01032021474838
23	2	5.5	5.0948118396875595	11.733461683273315
23	2	8.0	4.735547419135431	13.41514708328247
23	2	10.0	4.310704436410992	13.124358435153962
23	2	11.0	4.699396560979883	14.678604672431947
23	2	11.5	5.296479351313105	16.11017366838455
23	2	12.0	5.391067280834769	16.36585009288788
23	2	12.5	5.0012385849960825	16.317910088539122
23	2	13.0	5.372356652508016	17.15247767972946
23	2	14.0	5.514037084920491	18.16456127357483
23	2	16.0	4.575380958110483	18.720528339862824
23	2	18.5	3.635402784860422	19.5155968208313
23	2	22.0	2.381535611740339	21.831404750823975
23	2	25.5	3.4628110091122566	24.518234842300416
23	2	28.0	3.5168533306727623	25.481287923812864
23	2	30.0	4.620018672905217	24.99155768585205
23	2	31.0	4.706719745831544	26.059073670387267
23	2	31.5	5.147349112000733	25.519895945072175
23	2	32.0	5.251621777698821	25.56841510105133
23	2	32.5	5.248552335654762	26.70428927707672
23	2	33.0	4.887707819129759	27.58022689151764
23	2	34.0	5.3274194923208835	28.33154919195175
23	2	36.0	4.475290854465061	32.64900715446472
23	2	38.5	2.5768243287566546	37.644776708602905
21	1	2.5	7.4422384531666514	8.212051243782044
21	1	3.0	7.128752062620114	8.122328265666962
21	1	4.0	7.7660460436649785	12.30059230852127
21	1	5.0	6.62388672013999	11.407206828594207
21	1	7.5	5.007891983065503	10.939337364435197
21	1	11.5	3.05598615021913	13.03956125497818
21	1	16.0	3.645619727912949	17.236142424583434
21	1	18.5	3.683304753866245	19.18626333141327
21	1	20.0	3.35973440773997	20.466859443187715
21	1	21.0	4.718593450652133	21.78839363002777
21	1	21.5	5.056634542024652	21.865039004325865
21	1	22.0	4.7942330284723065	22.74114156961441
21	1	22.5	5.3284392368953695	22.678770917892457
21	1	23.0	5.456778679988077	23.117907291412354
21	1	24.0	5.661337448991324	23.92270044994354
21	1	25.5	5.788849206614984	24.496946232318876
21	1	28.0	3.211749627999513	27.537532223701476
21	1	32.5	4.360922398845964	29.988297523975373
21	1	36.5	6.126130921801486	30.861774179935455
21	1	39.0	4.271478613432264	36.801924553394315
21	1	40.0	5.224771253587295	35.204169993400576
21	1	41.0	6.65048326251025	32.46755512809754
21	1	41.5	6.461309937046628	31.761286250829695
21	2	5.5	2.3956924159389636	6.398550327777863
21	2	8.0	0.12391462219391033	8.006713754177094
21	2	10.0	4.5065007111002515	14.183800107002257
21	2	11.0	4.100286365911659	14.115996889591218
21	2	11.5	4.226025829276951	15.548773909091949
21	2	12.0	4.597501133375428	17.125491298675538
21	2	12.5	4.400625000780078	17.927173520565034
21	2	13.0	4.348600785534985	18.47596952724457
21	2	14.0	4.29397903057223	18.751246046066285
21	2	16.0	4.328760535458351	20.912127860069276
21	2	18.5	4.067483203394581	21.940146005630492
21	2	22.0	3.6007394215557	23.297586473464968
21	2	25.5	3.6806307320837766	24.786527523994447
21	2	28.0	3.733784811115896	25.297930005073546
21	2	30.0	3.7146487357149667	26.263924196243288
21	2	31.0	3.8759487585876413	26.434700570106507
21	2	31.5	3.872594562500957	26.474422093391418
21	2	32.0	4.08454083297433	26.903053308963777
21	2	32.5	3.8670281902729324	27.463131677627562
21	2	33.0	3.922441643289789	27.44529845523834
21	2	34.0	4.016304236021588	27.258765288352965
21	2	36.0	4.5245652521518025	30.04666292953491
21	2	38.5	2.29965452233209	37.540812257766724
4	1	5.5	1.5753013418872464	5.851248390197754
4	1	8.0	2.6919136932970646	9.060017147541046
4	1	10.0	1.816435327556409	11.209910794258118
4	1	11.0	1.5494277996054278	11.6791632604599
4	1	11.5	1.7156797374775496	12.0223427400589
4	1	12.0	2.011129255889286	12.58542716026306
4	1	12.5	2.0076224509079394	13.021980669021607
4	1	13.0	2.491849075397944	13.759244775772094
4	1	14.0	2.7202745783560784	15.19284118461609
4	1	16.0	2.7137678712464997	17.416732882499694
4	1	18.5	2.250292421575329	19.14649469947815
4	1	22.0	2.9224404312293695	21.629126359939576
4	1	25.5	3.4223647998024576	24.283095138549804
4	1	28.0	2.893248758961567	27.81253954219818
4	1	30.0	1.6281789349815705	30.089456768035888
4	1	31.0	1.524274695968415	30.69347282791138
4	1	31.5	1.9911661500573339	31.44927488231659
4	1	32.0	1.9191143524259382	31.80504231071472
4	1	32.5	2.2230794757884063	32.01288771343231
4	1	33.0	2.3031731312361683	32.3560639925003
4	1	34.0	2.513717936351169	33.02094978141785
4	1	36.0	2.3821869688042874	34.930365253448485
4	1	38.5	2.3197347551012375	36.23137517738342
4	2	2.5	3.0194271977666753	4.081242873907089
4	2	3.0	2.5510655998479783	4.472165357351303
4	2	4.0	2.8584173802557937	5.615112649679184
4	2	5.0	3.18743542065013	6.681460510730743
4	2	7.5	3.368667385624975	9.146169302940368
4	2	11.5	2.8730992035332235	12.09796855211258
4	2	16.0	2.8368840392979138	16.245376657009125
4	2	18.5	4.232274697228492	19.575963512420653
4	2	20.0	4.746344543063232	21.35266001033783
4	2	21.0	4.418658956078328	22.11556941127777
4	2	21.5	4.80009519144291	23.1782278008461
4	2	22.0	4.2109066082930875	22.914954832077026
4	2	22.5	4.876269817364546	23.707832906246185
4	2	23.0	4.333930225568962	23.942954777240754
4	2	24.0	4.121141970526128	24.573809478759767
4	2	25.5	4.589880245121821	25.88065512228012
4	2	28.0	3.7510855434976	28.056838994026183
4	2	32.5	3.184598015456734	31.149974497795107
4	2	36.5	4.197314575629495	33.83836514091492
4	2	39.0	3.381050438564587	36.069052989959715
4	2	40.0	3.0389116403720617	37.49148225021362
4	2	41.0	2.5236828398446822	38.42194009971619
4	2	41.5	2.4663453865060485	37.95712232398987
15	1	2.5	7.401271748805017	9.471842136621476
15	1	3.0	7.63145133103561	10.23920725107193
15	1	4.0	6.529773045835391	11.906880301237106
15	1	5.0	5.3417286314725905	10.789460783958434
15	1	7.5	3.024990175258914	9.097110236644745
15	1	11.5	4.3264089810387425	13.668622319698335
15	1	16.0	4.252236804613278	16.229703238487243
15	1	18.5	3.9285907280116503	18.19001293230057
15	1	20.0	5.536267431473417	19.367516364097597
15	1	21.0	5.2484278965450155	20.548105110645295
15	1	21.5	5.204328530088647	21.01146333026886
15	1	22.0	5.4096150369543485	21.544323204517365
15	1	22.5	4.986568195156733	22.00769908809662
15	1	23.0	4.851275940550638	22.560938630580903
15	1	24.0	4.042516944211612	23.489286455631255
15	1	25.5	4.319051589568411	24.61048767900467
15	1	28.0	3.283128817787402	27.43390699625015
15	1	32.5	4.089851671434116	30.414231831550598
15	1	36.5	3.421945785535073	35.36928578662872
15	1	39.0	5.82918678091288	35.153251764774325
15	1	40.0	7.156501710904222	33.33606912469864
15	1	41.0	6.584983010488983	35.220582423210146
15	1	41.5	6.552396205804083	35.68472281169891
15	2	5.5	4.829708696682455	9.856746332645416
15	2	8.0	5.087230882621102	12.863542478084565
15	2	10.0	4.011508185207467	13.075299817085266
15	2	11.0	3.3188318400779195	12.953364696502685
15	2	11.5	3.814016274802569	13.992106549263001
15	2	12.0	3.8908525491717345	14.367183094024659
15	2	12.5	4.094549836692512	14.691593019008636
15	2	13.0	3.124969011332424	14.295610020160675
15	2	14.0	2.774412814157046	14.877324585437774
15	2	16.0	3.464285044682659	17.206161388397216
15	2	18.5	4.2835441116951065	19.124893362045288
15	2	22.0	4.891738564647059	21.27826420736313
15	2	25.5	3.3294378945762544	25.019681412696837
15	2	28.0	1.4617540116808774	27.62442277622223
15	2	30.0	3.5688445660141865	28.418670210838318
15	2	31.0	3.9307454386823513	28.660849758148192
15	2	31.5	4.237342009806033	28.776152110099794
15	2	32.0	4.443133534418544	29.154356671333314
15	2	32.5	3.9863888283115707	30.016191806793213
15	2	33.0	2.527995023602505	32.2548842163086
15	2	34.0	3.6581339902745973	31.856041025161744
15	2	36.0	5.424322188274499	30.879156374931334
15	2	38.5	5.212719409993944	35.058446497917174
25	1	2.5	5.688996966313168	11.85474307870865
25	1	3.0	5.561585330336713	11.37660236096382
25	1	4.0	5.584956081667196	11.611314038753509
25	1	5.0	5.147894866771811	10.476277866125107
25	1	7.5	5.347926268219346	12.07437392091751
25	1	11.5	6.8464213913783585	16.48160348510742
25	1	16.0	4.602219721402355	18.003163360595703
25	1	18.5	4.005317468864104	19.235860287189485
25	1	20.0	5.8424651714058	20.861542590618132
25	1	21.0	6.736299108334678	22.43051979494095
25	1	21.5	4.496505369478416	22.027117634296417
25	1	22.0	1.8097408335300933	21.95467855834961
25	1	22.5	5.731192494717354	22.79324811077118
25	1	23.0	6.62685428227366	23.701576880931853
25	1	24.0	6.727106535931367	24.398386229515076
25	1	25.5	5.249542869900703	25.86410855960846
25	1	28.0	0.05400929026449302	27.998309122085573
25	1	32.5	3.557338162603924	30.770954582691193
25	1	36.5	6.0436644545945875	28.889596642017363
25	1	39.0	6.449514081478959	29.497712985992433
25	1	40.0	6.198700343759093	28.797266406059265
25	1	41.0	6.62218325296969	29.368125123977663
25	1	41.5	6.767686513743506	30.080115951538087
25	2	5.5	5.78272238156855	15.164269015789031
25	2	8.0	4.820071375027213	12.927537238121033
25	2	10.0	4.559782646477374	13.129989387512207
25	2	11.0	5.643311413455338	16.37638622379303
25	2	11.5	5.436426195147421	17.37401324558258
25	2	12.0	5.254878249348453	17.06783554124832
25	2	12.5	5.067535587324094	17.237798696041107
25	2	13.0	2.3989844515363634	13.962287256240845
25	2	14.0	2.048715262690571	14.534536079406738
25	2	16.0	4.828033372387709	19.900620846271515
25	2	18.5	4.776640342799437	20.5517958278656
25	2	22.0	3.1488924607035713	21.83298585796356
25	2	25.5	3.69749472279902	24.1610981092453
25	2	28.0	4.194139170490905	25.188233654975893
25	2	30.0	4.176183480312241	26.878144233703612
25	2	31.0	4.282819504262116	27.391981773376465
25	2	31.5	4.855669874656892	27.117657085418703
25	2	32.0	4.802100006563246	27.55720899295807
25	2	32.5	4.552877088599947	29.21730646419525
25	2	33.0	2.373866177930464	32.1881410484314
25	2	34.0	5.0321526045958445	29.393896597862245
25	2	36.0	5.088903130222588	31.151895302772523
25	2	38.5	6.105335681595293	28.71497811794281
28	1	5.5	7.070848077934109	18.362600660324098
28	1	8.0	5.913054684874227	14.310313566684723
28	1	10.0	4.941003907085094	13.61714795589447
28	1	11.0	3.985444701248199	13.343881278038024
28	1	11.5	1.194068450872157	11.738176191329956
28	1	12.0	0.4845131914734664	12.03841814994812
28	1	12.5	1.3188012495128951	12.843356778144836
28	1	13.0	2.7697584710122576	14.38939856147766
28	1	14.0	3.303203440411697	15.608484038352966
28	1	16.0	4.121338960376719	18.865115962982177
28	1	18.5	1.52687289430637	18.883595336914063
28	1	22.0	4.426388339567662	23.328984654426574
28	1	25.5	3.5890020259120186	25.215041529655455
28	1	28.0	3.403663753315579	27.491070566177367
28	1	30.0	1.8564493744217043	29.548497183799743
28	1	31.0	2.690087299416421	29.39688996887207
28	1	31.5	3.8890174613142334	28.72085205745697
28	1	32.0	4.146782352861839	28.498748821258545
28	1	32.5	4.285622391335108	28.680630438804627
28	1	33.0	4.535436502781542	28.609134794235228
28	1	34.0	4.743557359581311	28.393770623207093
28	1	36.0	5.403321886048874	27.40943440914154
28	1	38.5	5.633577837123128	27.372286962509154
28	2	2.5	8.709496025072141	16.970163150548935
28	2	3.0	8.208260251974092	18.41163555431366
28	2	4.0	7.522403147295088	18.557684544324875
28	2	5.0	5.913138424745027	8.867834600925445
28	2	7.5	4.850642010021367	10.923604216575622
28	2	11.5	3.8413939217817545	13.523206150054932
28	2	16.0	3.8647069331672825	17.709417785644533
28	2	18.5	3.1870037871890187	19.237530245304107
28	2	20.0	5.384185904528041	21.084474326133726
28	2	21.0	5.85563042157901	21.961078558921812
28	2	21.5	5.583753447924423	22.53324807214737
28	2	22.0	5.297697927822506	22.76626020336151
28	2	22.5	5.257181269053732	22.96391392993927
28	2	23.0	5.555079944654578	23.299180655479432
28	2	24.0	5.477111597632747	24.483832236289977
28	2	25.5	4.834050895675551	25.359808568477632
28	2	28.0	1.8561385733800848	27.669402545928953
28	2	32.5	4.618998145135065	29.0197304019928
28	2	36.5	5.929794434955723	29.974160448551178
28	2	39.0	6.288874695973476	31.73753551387787
28	2	40.0	6.227326456124851	33.06161973285675
28	2	41.0	6.706557729418481	29.36671487760544
28	2	41.5	6.448736535045584	29.29223143053055
7	1	2.5	4.279034584549295	9.521043889760971
7	1	3.0	4.257346785366085	9.546199965715408
7	1	4.0	4.46025496520741	9.96719799375534
7	1	5.0	4.015226124521938	9.98006321144104
7	1	7.5	4.184501684613914	10.877607970237731
7	1	11.5	3.5341627040816395	12.307333566188813
7	1	16.0	4.023412389281713	15.36256398010254
7	1	18.5	4.189363340298985	17.459295724391936
7	1	20.0	5.119091672613312	18.46212042713165
7	1	21.0	5.484765852252422	19.46478729200363
7	1	21.5	5.155110029203436	19.981275426864624
7	1	22.0	3.521819487172294	21.376622919082642
7	1	22.5	5.266969667235928	21.255342158317568
7	1	23.0	5.04419402535503	21.88755033540726
7	1	24.0	4.94760882439777	23.379391181945802
7	1	25.5	4.433655895989427	24.806506500720978
7	1	28.0	4.0993317386241985	27.175314753532408
7	1	32.5	3.718722065084327	31.165378845214843
7	1	36.5	3.0231046215703525	34.96604358482361
7	1	39.0	3.1683365952793094	37.29895116615295
7	1	40.0	3.976672844026142	36.883644948005674
7	1	41.0	4.1853899991681685	37.69187882804871
7	1	41.5	4.558651756250266	37.370396585464476
7	2	5.5	5.210836594101647	8.834821218013763
7	2	8.0	6.094041454347289	14.974872074604034
7	2	10.0	5.071865290317802	15.196166823863983
7	2	11.0	4.955778220111726	15.577249759197235
7	2	11.5	4.7939954157305165	15.674325181484223
7	2	12.0	4.841564768166303	16.412328978061677
7	2	12.5	4.732363889733466	16.56493611049652
7	2	13.0	4.175244730041657	16.590652338981627
7	2	14.0	3.833101854014495	16.516104077339172
7	2	16.0	1.517489070966888	16.390794415473938
7	2	18.5	3.8575938585275122	19.74891334581375
7	2	22.0	4.666476450978307	21.853080350875853
7	2	25.5	2.680997313510791	25.003728625297548
7	2	28.0	3.1922707614445076	26.88525456237793
7	2	30.0	2.2331525003186528	29.13848219394684
7	2	31.0	4.296690011570584	27.259267574310304
7	2	31.5	4.846931579254827	26.721848457813262
7	2	32.0	5.1639055086669865	26.49868417930603
7	2	32.5	5.480207145606872	26.673485697746276
7	2	33.0	5.198555940622688	27.385666511535643
7	2	34.0	5.280297266381678	28.930112275123598
7	2	36.0	4.759886117140415	32.55045491600037
7	2	38.5	6.378865181085992	28.548572957515717
11	1	2.5	9.153363882398219	9.894274199724197
11	1	3.0	9.70972658359198	11.311869710445404
11	1	4.0	8.510330520225947	11.576106914281844
11	1	5.0	7.770926907198466	12.266924337148666
11	1	7.5	4.579394240589996	10.97541624355316
11	1	11.5	3.0919274846594864	12.586950404644012
11	1	16.0	2.142160832077684	16.397495677947997
11	1	18.5	4.484446791135575	19.637635935306548
11	1	20.0	4.764487594466021	21.001765130996706
11	1	21.0	4.893109519156546	21.924823590755462
11	1	21.5	4.422557457324511	21.98791473340988
11	1	22.0	3.777073146325765	22.30098788022995
11	1	22.5	4.795098451222763	22.443209925174713
11	1	23.0	5.102420076850498	23.067128818511964
11	1	24.0	3.6313755990029297	23.99294113969803
11	1	25.5	1.3143852738550972	25.35860977745056
11	1	28.0	4.8614178869981854	26.833870416164398
11	1	32.5	5.417888264689521	29.824339800834657
11	1	36.5	4.3660404479065535	34.22851642370224
11	1	39.0	5.83534454947439	32.8379428691864
11	1	40.0	6.674683951696356	31.74824357652664
11	1	41.0	6.896072052789289	32.64363669204712
11	1	41.5	6.769329065492672	32.91856291103363
11	2	5.5	5.1650084263651985	7.595978647708892
11	2	8.0	4.906508080603874	10.426053487300873
11	2	10.0	1.5433757204225744	10.512084047317504
11	2	11.0	1.5052993356568014	11.015101498603821
11	2	11.5	2.7770176152175483	12.112221858501435
11	2	12.0	3.2340350610445325	13.135905121803283
11	2	12.5	4.102201045832153	14.833838111400604
11	2	13.0	3.948518689766498	15.52561652469635
11	2	14.0	3.986866162502599	16.628129210472107
11	2	16.0	2.9231292774516775	17.94817783641815
11	2	18.5	2.988877363082745	19.61512221813202
11	2	22.0	3.224078274731648	22.95312693309784
11	2	25.5	3.1683222857245257	25.454271528244018
11	2	28.0	2.8848677834875236	27.204538162231444
11	2	30.0	2.2794918104723534	29.476846623420716
11	2	31.0	1.9281914488029401	30.259284249305725
11	2	31.5	3.3204771014728323	29.54827731370926
11	2	32.0	4.28145358269164	28.97301769351959
11	2	32.5	4.4881518562818545	28.83016123867035
11	2	33.0	4.609818409855875	28.82885922718048
11	2	34.0	4.585275893581001	30.644505526542662
11	2	36.0	4.400377242738364	32.72081162166595
11	2	38.5	4.458127917221819	35.581217350959776
18	1	5.5	4.167121089224987	7.4308150243759155
18	1	8.0	3.415812527711724	9.65484110879898
18	1	10.0	3.35419420594779	11.490147563457489
18	1	11.0	2.0735768970542523	11.725187170028686
18	1	11.5	1.2994580889842164	12.029993165016174
18	1	12.0	0.45905243557512465	12.174978892326354
18	1	12.5	0.5891071040949157	12.428683060646057
18	1	13.0	1.9690880705709388	13.291845748901368
18	1	14.0	3.5228686179074766	16.01535661458969
18	1	16.0	4.762246184915424	20.22871720457077
18	1	18.5	4.55905064012492	23.27982348918915
18	1	22.0	3.123772258317979	23.524565908432006
18	1	25.5	4.184637085124748	26.408399334430694
18	1	28.0	0.6248116137821474	28.35674472808838
18	1	30.0	0.91113624747649	29.379901550292967
18	1	31.0	2.449742361649374	29.400717824935914
18	1	31.5	2.8764286207492957	29.8072746257782
18	1	32.0	2.827198938006231	30.257912425994874
18	1	32.5	3.374103238827849	29.546455255508423
18	1	33.0	3.795591379974057	28.733884943008423
18	1	34.0	4.055458783934166	28.094209183692932
18	1	36.0	4.140162763236678	27.648274802207947
18	1	38.5	4.871250908947807	30.778003603935243
18	2	2.5	4.790438141523784	7.456653147220612
18	2	3.0	4.28887176648921	5.782930324792862
18	2	4.0	5.8305813645207	9.223555786132813
18	2	5.0	5.705332632589786	9.83394170641899
18	2	7.5	4.850104520953714	10.448953545808791
18	2	11.5	6.903793467278262	18.622833061933516
18	2	16.0	4.299095628564846	19.224282726287843
18	2	18.5	5.465360122790999	22.605621063709258
18	2	20.0	5.6170768276304806	24.04124247455597
18	2	21.0	5.634909104882156	24.486285227298737
18	2	21.5	2.2916028371681243	22.060772492408752
18	2	22.0	0.07449685084389528	21.97125119972229
18	2	22.5	4.889049102222149	24.553973350286483
18	2	23.0	4.522220279364874	25.085507459163665
18	2	24.0	1.7126084518229745	24.4153266248703
18	2	25.5	0.6246921904964489	25.228545426368715
18	2	28.0	5.045945075352892	26.422185685157775
18	2	32.5	5.387091660299234	26.285295455932616
18	2	36.5	5.371138198188304	28.093472794532776
18	2	39.0	5.7495272115170355	29.848708990097045
18	2	40.0	5.754631983572187	31.832585886478423
18	2	41.0	5.519045475956876	35.70946543216705
18	2	41.5	4.301876944939533	39.04315828227997
2	1	5.5	5.113146542783414	11.99295486497879
2	1	8.0	5.016494440601164	12.448335056781769
2	1	10.0	6.056379647122737	14.514511110305786
2	1	11.0	5.966657368719365	15.114083537578583
2	1	11.5	5.888862216494641	15.26313021326065
2	1	12.0	6.172275612904824	16.31637747192383
2	1	12.5	6.3323309800949446	16.48387634372711
2	1	13.0	6.630053852500259	17.643284162044527
2	1	14.0	6.520019704904368	18.702309732437133
2	1	16.0	3.186315110917741	17.54541125679016
2	1	18.5	3.098582170773679	19.06957464313507
2	1	22.0	0.0022282996723840204	22.000049934387206
2	1	25.5	1.165778296933877	26.03076586341858
2	1	28.0	1.5299644989095784	27.795530212402344
2	1	30.0	3.3272732891761185	28.651193123817443
2	1	31.0	4.383290452586272	28.46851348876953
2	1	31.5	4.773641719008322	28.522387406349182
2	1	32.0	5.301895701964748	27.983370242595672
2	1	32.5	5.412807607479792	28.367119450569152
2	1	33.0	5.570109347736871	28.25973165130615
2	1	34.0	6.020267872264512	28.254198335647583
2	1	36.0	6.376452144829222	28.328967447280885
2	1	38.5	6.656456921631652	29.058917342185975
