subject	session	value	sd_E	mean_E
13	1	2.5	1.0573186145420632	2.576356434583664
13	1	3.0	6.411509163694608	6.452773369312286
13	1	4.0	10.309571342760018	16.58226899957657
13	1	5.0	8.948608905987696	18.141611019611357
13	1	7.5	5.010138461588957	14.288421783924102
13	1	11.5	2.578796479758077	14.161136777877807
13	1	16.0	2.296698919608159	15.806247185230255
13	1	18.5	3.423112310846394	16.96077192592621
13	1	20.0	3.72661301187265	17.587781071662903
13	1	21.0	4.0139128475388794	18.65392835330963
13	1	21.5	3.9013370478078646	19.23454836463928
13	1	22.0	3.469970999126945	20.598060276031493
13	1	22.5	4.217996830341303	20.337421861648558
13	1	23.0	0.4284017973540978	23.15226139163971
13	1	24.0	0.31823113938736863	23.891990072250366
13	1	25.5	3.540173131839788	24.491956287384035
13	1	28.0	4.524144348361392	26.46006252670288
13	1	32.5	5.205237845646376	29.748696747303008
13	1	36.5	5.78959348784056	32.16027553701401
13	1	39.0	6.21040974400066	32.73906931638717
13	1	40.0	6.630868828183099	32.534795694828034
13	1	41.0	6.555235455472359	33.00737775611877
13	1	41.5	7.104545266999591	32.81027685308457
13	2	5.5	4.475334181963063	7.464606142044067
13	2	8.0	4.995789778746551	12.426041026115417
13	2	10.0	3.890815280914714	12.944557104587554
13	2	11.0	2.9109213692049107	12.850428413391112
13	2	11.5	2.0518794215103973	12.463158597946167
13	2	12.0	2.227130118538447	12.77866378211975
13	2	12.5	2.976734328951315	13.76735551595688
13	2	13.0	3.579866301982461	15.004514760017395
13	2	14.0	3.24234796419611	15.620229180335999
13	2	16.0	4.041390678009341	17.72566126728058
13	2	18.5	4.015213760556878	19.44688259601593
13	2	22.0	1.7401120816767917	21.923875594139098
13	2	25.5	4.298574233233523	23.833064924240112
13	2	28.0	4.586687812666315	26.598888996601104
13	2	30.0	1.6226495316037084	29.6952390832901
13	2	31.0	3.5818236465618196	29.84256515264511
13	2	31.5	3.8485997546572923	30.251182993888854
13	2	32.0	3.4280450115382592	30.71134846496582
13	2	32.5	3.549420108089342	30.86622879886627
13	2	33.0	4.346964967880934	30.59777272605896
13	2	34.0	4.970905663790568	31.031857843875883
13	2	36.0	4.966473730035421	32.473186388969424
13	2	38.5	3.5283821923752186	34.741622240066526
26	1	5.5	4.420623147630306	8.288778553485871
26	1	8.0	1.9693138022643668	8.798063859462738
26	1	10.0	2.8800308156813808	11.074601511001587
26	1	11.0	4.729553809515712	14.092516004562379
26	1	11.5	5.203251018086271	16.721633361816405
26	1	12.0	5.534428370535788	18.233149098873138
26	1	12.5	5.012680624939617	18.952735731601717
26	1	13.0	5.039127814528044	19.649695794582367
26	1	14.0	4.506288300057248	18.865203930854797
26	1	16.0	3.7499239599918806	18.749987870693207
26	1	18.5	4.3044456264677216	21.74967650127411
26	1	22.0	4.170034458287612	23.093231556892395
26	1	25.5	2.8165872176182902	25.308231276512146
26	1	28.0	0.6948356638907941	27.976033758163453
26	1	30.0	1.7602635462839231	29.524500527381896
26	1	31.0	2.940305099061679	29.14791476249695
26	1	31.5	3.375663605725931	29.066451937675478
26	1	32.0	3.867635033006685	28.988428009033203
26	1	32.5	3.6149276329099096	29.66552412700653
26	1	33.0	3.903417720174494	29.967268170833588
26	1	34.0	4.413847962636342	28.606406200408937
26	1	36.0	5.129635645438934	26.831754468917847
26	1	38.5	5.703152238376546	29.079063136577606
26	2	2.5	8.439635830272824	12.937245658874511
26	2	3.0	7.525262841025929	10.902999528169632
26	2	4.0	7.364523679723725	11.896066514253617
26	2	5.0	6.968694672248247	12.08267278265953
26	2	7.5	6.576951338212314	15.284788839817047
26	2	11.5	3.986026123632105	13.664633212566375
26	2	16.0	1.740323108030986	16.33494730567932
26	2	18.5	1.2351799885458328	18.55768198108673
26	2	20.0	2.6037359560710747	20.087595560073854
26	2	21.0	4.5794557891252206	21.34255584669113
26	2	21.5	5.08418148699282	22.151290279865265
26	2	22.0	5.1948015419541465	22.118732235431672
26	2	22.5	5.475028637645864	22.275987508296968
26	2	23.0	5.4956665401679645	22.929792821407318
26	2	24.0	5.264079257841317	23.469841990470886
26	2	25.5	5.474933469399288	23.847254093170164
26	2	28.0	5.342980780643674	24.86512195968628
26	2	32.5	4.502986781875413	30.280308841705324
26	2	36.5	3.0135694815205927	35.1529849395752
26	2	39.0	6.521133556066677	32.33837401485443
26	2	40.0	6.757621201688583	28.691746572971343
26	2	41.0	7.201023668369255	26.699776966571807
26	2	41.5	6.811617483885758	26.68992968773842
9	1	2.5	7.150140622984836	9.196466515779495
9	1	3.0	6.949067557414382	9.332310162305832
9	1	4.0	6.730202990294359	10.026714656829833
9	1	5.0	6.6468996332625485	10.696615458250045
9	1	7.5	6.499591540035701	12.181097208499908
9	1	11.5	2.6683396494398894	12.760056296348571
9	1	16.0	1.322347100847293	15.744775915145874
9	1	18.5	4.824252905030579	18.846379269599915
9	1	20.0	6.169641390683348	20.60843881368637
9	1	21.0	6.395509197148473	21.319413591861725
9	1	21.5	6.591884080273473	22.2231276140213
9	1	22.0	6.498132797954289	22.34005155992508
9	1	22.5	6.024275963385934	23.156926357746123
9	1	23.0	4.943960513610063	23.814396449565887
9	1	24.0	1.4318628808754634	24.268804843902586
9	1	25.5	0.22788918681775527	25.436086477279662
9	1	28.0	2.490420970512852	27.81464914274216
9	1	32.5	5.141663752258812	30.528580997943877
9	1	36.5	6.062368738849679	32.07598464202881
9	1	39.0	5.29381775888825	35.24310826301575
9	1	40.0	5.899436749466087	35.26522886943817
9	1	41.0	5.847135588634669	34.12516250371933
9	1	41.5	6.158941927174046	33.52124605369568
9	2	5.5	4.061414068024567	7.951340205669403
9	2	8.0	3.765561699982754	9.810174725055695
9	2	10.0	2.0749951356892624	10.621111283302307
9	2	11.0	2.4195541444086164	11.89139024925232
9	2	11.5	2.7825799394824107	12.59909131193161
9	2	12.0	2.610714297660644	13.078054527282715
9	2	12.5	2.2680823882523495	13.248471362113953
9	2	13.0	1.906692102823598	13.437676849842072
9	2	14.0	0.9879877842405557	14.121068539619445
9	2	16.0	2.9770545453221464	17.18392856025696
9	2	18.5	4.776359086679543	22.61680316734314
9	2	22.0	3.479660939730841	23.972494737148285
9	2	25.5	4.158740133442608	26.21514345359802
9	2	28.0	4.0775775822423475	27.08531621694565
9	2	30.0	2.8313307669756727	29.25713129711151
9	2	31.0	2.518594489590052	29.85692130756378
9	2	31.5	2.888704613360387	29.84832364177704
9	2	32.0	3.37609675667078	29.941002198219298
9	2	32.5	3.4294029779636768	30.11342341041565
9	2	33.0	3.464954228025251	30.444279351234435
9	2	34.0	3.300484097515406	31.523194103240968
9	2	36.0	3.5688555064092085	30.364463079452516
9	2	38.5	4.0774694340724995	30.993727344989775
