subject	behav_sd	behav_mae	npcr_val_r	v1_val_r	v1_ori_r	npcr_ori_r	tuned_aprf	tuned_vonmises	mean_fd	log_tuned_vonmises	log_tuned_aprf	behav_sd_cdf	behav_sd_invcdf	behav_shift	behav_shift_abs	bias_profile_r	bias_profile_rmsd	prec_profile_r	prec_profile_rmsd	behav_shift_norm	n_shift_vox	mean_shift	mean_abs_shift	median_abs_shift	mode_r	frac_outward	outward_index	slope_cdf	slope_invcdf	reg_cdf	reg_invcdf	bias_cdf	bias_invcdf	reg_mean	bias_mean	reg_diff	bias_diff	npcr_sd_cdf	npcr_sd_invcdf	v1_sd_cdf	v1_sd_invcdf	npcr_sd_diff	v1_sd_diff	mean_bias_cdf	mean_bias_invcdf	mean_bias	npcr_sd_mean	v1_sd_mean	bias_diff_cond	sd_diff_cond
13	1.6105171273112666	0.9802816901408452	0.2456939430175304	0.2329783774349197	-0.2580671731455947	-0.0044607958050322	1008.0	14694.0	0.0851154942513821	4.167140035508358	3.0034605321095067	0.6912043692046025	2.13972173212058	-1.4485173629159775	1.4485173629159775	0.0956914902024116	1.8264638608563533	-0.1046706723456433	1.0750382562089438	-0.1061375496412916	370	-0.1450246423482895	10.591391563415527	6.495551586151123	0.2381438612937927	0.2621621621621621	-0.2378378378378378	1.017748645565529	0.995111043596565	-0.0177486455655286	0.004888956403435	-0.1843575418994413	-0.7045454545454546	-0.0064298445810468	-0.4444514982224479	-0.0226376019689636	0.5201879126460133	3.6033070399427554	4.5944533035025605	0.1284572041552999	0.1130620058140028	-0.9911462635598052	0.015395198341297	0.3369565217391304	1.411620082815735	0.8742883022774327	4.098880171722658	0.1207596049846513	-1.0746635610766047	-1.4485173629159775
14	1.0955775828589078	0.6634615384615384	0.2662924932947065	0.3549678629021643	0.1076575241929786	-0.0022792946462193	585.0	5507.0	0.102485915735266	3.7409150764812824	2.7671558660821804	0.7965163562093526	1.3038324212742478	-0.5073160650648952	0.5073160650648952	0.0736184291171831	1.0628718228257237	-0.1984892345636441	0.6278239594701919	-0.0291232449991895	250	-5.708568096160889	13.315215110778809	9.461064338684082	0.2826324105262756	0.224	-0.276	1.0014696984516558	0.9973404907126676	-0.0014696984516557	0.0026595092873322	-0.0414364640883977	-0.2404371584699453	0.0005949054178382	-0.1409368112791715	-0.004129207738988	0.1990006943815475	4.322321656010514	4.714412588134051	0.2089060836512109	0.2102145947839902	-0.3920909321235371	-0.0013085111327793	0.3311335403726708	0.6001552795031057	0.4656444099378882	4.5183671220722825	0.2095603392176005	-0.26902173913043487	-0.5073160650648952
15	2.1649607187550024	1.1797752808988764	0.2091463727422891	0.3441969437919244	0.2193273924462924	-0.2912654995599455	257.0	593.0	0.1198172300879844	2.7730546933642626	2.4099331233312946	1.0901908551644528	2.8707050722270866	-1.7805142170626338	1.7805142170626338	0.0987779287784266	2.555664265304917	-0.0684984423039219	1.356463212217622	-0.1256907041595928	184	-2.5156006813049316	13.354804039001465	8.444856643676758	0.0650906190276146	0.3260869565217391	-0.1739130434782608	1.0219189005449831	1.0337376106494849	-0.0219189005449831	-0.0337376106494848	-0.217877094972067	-1.2146892655367232	-0.027828255597234	-0.7162831802543951	0.0118187101045017	0.9968121705646562	3.885498465539366	5.1718476953689905	0.2549666904884836	0.1962712368239526	-1.2863492298296246	0.0586954536645309	0.4312888198757764	1.5745341614906834	1.00291149068323	4.528673080454178	0.225618963656218	-1.1432453416149069	-1.7805142170626338
16	2.9502211434585854	1.9340974212034383	0.1207830479124501	0.3148965438931316	0.1987055758021736	0.07949489655371	180.0	141.0	0.0756711698239086	2.1492191126553797	2.255272505103306	2.6549764284822546	3.215666173016612	-0.5606897445343573	0.5606897445343573	0.0882254462523756	2.38139923343012	0.0734089569727662	1.9130662795149485	-0.0036631047893417	73	0.1712954491376876	13.283747673034668	11.043991088867188	0.0921783298254013	0.3888888888888889	-0.1111111111111111	1.0237945989159742	0.9875328410526372	-0.0237945989159742	0.0124671589473629	-0.28	-0.7471264367816092	-0.0056637199843056	-0.5135632183908045	-0.0362617578633371	0.4671264367816091	4.247127718257687	5.373448750446198	0.2231021769668744	0.218967978073203	-1.126321032188511	0.0041341988936714	1.0475672877846791	1.6992753623188406	1.3734213250517595	4.810288234351942	0.2210350775200387	-0.6517080745341615	-0.5606897445343573
17	3.5938207669011826	2.370738636363636	0.1239047728255496	0.5319022792166354	0.4918655285427046	0.1282454016608621	223.0	376.0	0.1280024323142752	2.575187844927661	2.3483048630481607	2.0350359555850313	4.6685599021469475	-2.633523946561916	2.633523946561916	0.2945272010910768	2.6240755544625523	0.0640844352274181	2.835734448341933	-0.1799519440255927	148	-0.8062019348144531	8.247610092163086	5.76625919342041	0.2338276654481887	0.2364864864864864	-0.2635135135135135	0.9768210967586688	0.905475342208888	0.0231789032413312	0.094524657791112	0.1016949152542373	-0.1	0.0588517805162216	0.0008474576271186	-0.0713457545497808	0.2016949152542373	4.637654062964832	4.8190728566945324	0.2251919971212096	0.1510436518684677	-0.1814187937297005	0.0741483452527419	1.166925465838509	2.255434782608696	1.7111801242236029	4.728363459829682	0.1881178244948386	-1.0885093167701867	-2.6335239465619162
18	1.786027855500835	1.1092105263157894	0.3194182475553699	0.4390516549968037	0.3505459067671154	0.0080565107506124	283.0	13974.0	0.1271125581196232	4.145320738918325	2.45178643552429	1.0332891982229269	2.3528703737496506	-1.3195811755267235	1.3195811755267235	0.2493824918118641	1.7178474919145852	0.0547058575192364	1.03763756836251	-0.0903708389771813	336	6.08636999130249	14.207733154296877	11.231203079223633	0.1214941442012786	0.3958333333333333	-0.1041666666666666	0.99772965205983	0.9127932039816418	0.0022703479401701	0.0872067960183582	-0.0398009950248756	0.5	0.0447385719792641	0.2300995024875622	-0.0849364480781881	-0.5398009950248757	2.930690002701678	4.549108253868194	0.251826894024144	0.2094239071011543	-1.6184182511665166	0.0424029869229896	0.4079968944099378	1.3093944099378882	0.8586956521739131	3.739899128284936	0.2306254005626491	-0.9013975155279504	-1.3195811755267237
19	1.5977853501731931	1.0515759312320916	0.1591768774399039	0.57318404049172	0.4300252939697564	0.1021789319269976	208.0	241.0	0.1020570806290056	2.3820170425748683	2.3180633349627615	1.2724968261814402	1.8283429282509935	-0.5558461020695533	0.5558461020695533	0.1087751012988772	1.0723487105989074	-0.4580591069781364	1.458441360188172	-0.0286709987710312	188	1.1877669095993042	15.13664436340332	13.375319480895996	-0.0101955104619264	0.2446808510638297	-0.2553191489361702	0.984975740527448	0.9485748792963952	0.015024259472552	0.0514251207036048	0.1529411764705882	0.4804469273743016	0.0332246900880784	0.3166940519224449	-0.0364008612310527	-0.3275057509037134	4.083839866238962	4.4138964902310365	0.2980573345785555	0.0647198671232098	-0.3300566239920748	0.2333374674553456	0.3518374741200828	0.7480590062111802	0.5499482401656315	4.248868178234999	0.1813886008508826	-0.39622153209109734	-0.5558461020695533
20	1.2000158892318122	0.6861198738170347	0.2941307249044095	0.267739170249655	0.2573500093542471	-0.1015985902541254	172.0	1052.0	0.1730210448899297	3.02201573981772	2.2355284469075487	0.9998269714139147	1.3522427191584454	-0.3524157477445305	0.3524157477445305	-0.2107884606518442	1.0780741895953705	-0.2008619685689265	0.9470093496550368	-0.0159501698971428	106	0.071153424680233	9.080107688903809	7.74560546875	0.4551848173141479	0.4056603773584906	-0.0943396226415094	0.980034426170664	0.9779193146290124	0.0199655738293359	0.0220806853709877	0.149390243902439	0.1503267973856209	0.0210231296001618	0.1498585206440299	-0.0021151115416517	-0.0009365534831818	4.335629231205099	5.176579524552657	0.1872454415196957	0.2076760886803917	-0.8409502933475581	-0.0204306471606959	0.4290890269151138	0.4636904761904762	0.446389751552795	4.756104377878877	0.1974607651000436	-0.034601449275362406	-0.35241574774453066
21	4.57037132423489	2.711864406779661	0.2068781932955762	0.2773766020991128	-0.0913635868231889	0.0874204984090487	136.0	116.0	0.156965119944939	2.0644579892269186	2.1335389083702174	3.3120223178796246	5.613088806163005	-2.3010664882833805	2.3010664882833805	-0.2088734930840167	5.175912328057095	-0.1296119735622219	2.9652865510820767	-0.1376279563034162	143	6.49577522277832	16.03943634033203	13.851130485534668	0.1142947301268577	0.3943661971830985	-0.1056338028169014	0.9452466543903052	1.0927449732127603	0.0547533456096948	-0.0927449732127605	0.5274725274725275	-2.947674418604651	-0.0189958138015328	-1.2101009455660618	0.1474983188224553	3.4751469460771784	3.7644457100929936	5.253268343967729	0.2237196979315384	0.1795384487056213	-1.4888226338747357	0.044181249225917	1.156055900621118	3.224378881987578	2.1902173913043477	4.508857027030361	0.2016290733185798	-2.06832298136646	-2.3010664882833805
22	3.517635741249659	2.3435582822085887	0.1405702938101857	0.2513841487355779	0.2597903827427744	0.2208998116539976	386.0	940.0	0.1644791582757	2.9731278535996988	2.586587304671755	3.186450979698611	3.8488444452398896	-0.6623934655412786	0.6623934655412786	0.0818577085409004	3.5230703626269944	0.3572772420932591	1.635520188968291	-0.0032205562524962	205	7.480278015136719	18.72394561767578	18.23841094970703	-0.3261156976222992	0.25	-0.25	0.8805012367270075	0.8124072676373322	0.1194987632729924	0.1875927323626678	1.4196428571428572	1.5601265822784811	0.1535457478178301	1.4898847197106693	-0.0680939690896753	-0.1404837251356239	4.277483498459469	4.4481491335070436	0.1459879204630851	0.1366375665301861	-0.1706656350475741	0.0093503539328989	1.6983695652173914	2.0915113871635613	1.8949404761904765	4.362816315983256	0.1413127434966355	-0.39314182194617	-0.6623934655412786
23	4.067905068029513	2.490415335463259	0.1501586217976256	0.0595655873608563	-0.1507112438045451	-0.0915879033800571	36.0	13.0	0.187891454622783	1.1139433523068367	1.5563025007672873	2.722880188951058	4.834198165112219	-2.111317976161161	2.111317976161161	-0.2621078575109463	3.794338799574807	-0.1621656814108231	3.1624418891380257	-0.1234696766985278	138	-8.813557624816895	17.349294662475586	15.783287048339844	-0.0311110615730285	0.2536231884057971	-0.2463768115942028	1.0324928843679977	0.8988839101379352	-0.0324928843679974	0.1011160898620647	-0.2534246575342466	0.0329341317365269	0.0343116027470336	-0.1102452628988598	-0.1336089742300622	-0.2863587892707735	4.5751794366976535	5.276504364794331	0.2688229174717612	0.3012023652377335	-0.7013249280966773	-0.0323794477659722	0.838379917184265	2.365812629399586	1.6020962732919255	4.925841900745992	0.2850126413547473	-1.5274327122153208	-2.111317976161161
24	1.275853095167378	0.7549019607843137	0.2031136876362852	0.7363209329071976	0.3131752135849886	-0.0753182411518135	1188.0	3108.0	0.1073114107046691	3.492481010128877	3.074816440645175	1.2745486634094858	1.2802209160356424	-0.0056722526261565	0.0056722526261565	-0.0656375871301893	1.0997714123266684	0.1676012349490185	0.7771486676677697	0.0190957041277505	138	3.233144998550415	15.993867874145508	14.194835662841797	-0.0783504694700241	0.2826086956521739	-0.2173913043478261	1.013501983976698	0.9783964205277446	-0.0135019839766978	0.0216035794722554	-0.1117318435754189	-0.0589887640449438	0.0040507977477787	-0.0853603038101814	-0.0351055634489533	-0.0527430795304751	4.323637172266704	4.401179589538642	0.1147114398038905	0.0943434559132741	-0.0775424172719381	0.0203679838906163	0.4972826086956521	0.6103778467908902	0.5538302277432712	4.362408380902673	0.1045274478585823	-0.11309523809523814	-0.00567225262615656
25	3.699724182838695	2.4197707736389686	0.2642576511814732	0.4964621282400072	0.4221531506007751	0.2962068831734846	531.0	992.0	0.1113043452065705	2.9965116721541785	2.725094521081469	2.9732990559211823	4.25518770064791	-1.2818886447267277	1.2818886447267277	-0.4748405312304075	3.574758142139888	0.3821201433645864	1.875085224021019	-0.0552680141955663	119	0.6689273715019226	11.235515594482422	8.362552642822266	0.2516652345657348	0.2288135593220339	-0.2711864406779661	0.9680922990804192	0.9830974618580698	0.0319077009195807	0.0169025381419302	0.3255813953488372	-0.9124293785310734	0.0244051195307554	-0.2934239915911181	0.0150051627776505	1.2380107738799109	4.475110225238899	5.291222646084321	0.1993244863722635	0.1542741874961748	-0.816112420845422	0.0450502988760886	1.0588768115942029	2.166149068322982	1.612512939958592	4.883166435661609	0.1767993369342191	-1.107272256728779	-1.2818886447267275
26	2.0194675475918165	1.3970588235294117	0.1977214218706988	0.3957142441781305	0.2199127732544244	0.1251549376171197	263.0	630.0	0.2004057942430024	2.7993405494535817	2.419955748489758	2.169659095677645	1.8521818761877145	0.3174772194899309	0.3174772194899309	-0.2847640947840037	2.33831855701604	0.0475504863844508	1.09326729759072	0.0637262531561118	95	3.6117618083953857	14.8082914352417	12.702396392822266	-0.1014257743954658	0.2659574468085106	-0.2340425531914893	0.9761043192027816	0.9650754383434844	0.0238956807972182	0.0349245616565155	0.4909638554216867	0.0718390804597701	0.0294101212268669	0.2814014679407284	-0.0110288808592973	0.4191247749619166	3.9017379614395424	5.354757096301722	0.2231048640349636	0.2371114252702049	-1.45301913486218	-0.0140065612352412	1.2365424430641825	0.9098084886128364	1.073175465838509	4.628247528870633	0.2301081446525842	0.3267339544513461	0.3174772194899307
27	0.8196358108447959	0.3102493074792243	0.3684929789362484	0.3969469980570809	0.1564579976102386	0.2274045929090323	1141.0	16606.0	0.1126779233351743	4.220265033587232	3.0572856444182146	0.449865268692133	1.0707839241838208	-0.6209186554916878	0.6209186554916878	0.7297310986473857	0.3949294229513528	0.0410680785635707	0.8754478583016818	-0.0445236810850653	321	-6.848482131958008	15.366168022155762	11.146976470947266	-0.0424360781908035	0.346875	-0.153125	0.9933897939898104	0.9867783818125652	0.0066102060101894	0.0132216181874347	0.0524861878453038	-0.0083333333333333	0.009915912098812	0.0220764272559852	-0.0066114121772452	0.0608195211786372	4.766028707921224	5.442241315540669	0.1019832095860138	0.0785952569997828	-0.676212607619445	0.023387952586231	0.1312111801242236	0.4033385093167702	0.2672748447204969	5.104135011730946	0.0902892332928983	-0.27212732919254656	-0.6209186554916879
28	2.8124494944960183	1.6671875	0.1749879481591973	0.3195168995431773	-0.2233206195471378	0.0313865477724182	266.0	57.0	0.3157573104202285	1.7558748556724917	2.424881636631067	1.4530864207570906	3.813076523321678	-2.3599901025645877	2.3599901025645877	-0.1233632788353917	2.7556312668144427	-0.071776954112107	2.4705044684394606	-0.1665479874316695	156	0.3184877932071686	8.376547813415527	6.370063304901123	0.3447649478912353	0.3653846153846153	-0.1346153846153846	1.031553704895842	0.9643850935877236	-0.0315537048958418	0.0356149064122764	-0.4088235294117647	-0.2733333333333333	0.0020306007582173	-0.341078431372549	-0.0671686113081183	-0.1354901960784313	3.705731070121157	5.539920107832592	0.196686442779458	0.2714067451331926	-1.8341890377114352	-0.0747203023537345	0.7550465838509316	2.079891304347826	1.4174689440993788	4.622825588976875	0.2340465939563252	-1.3248447204968943	-2.3599901025645877
