subject	condition	orientation_deg	value	n_trials	sd_response	sd_error	mean_abs_error
8	cdf	120.0	31.0	7	1.8451996923807203	1.8451996923807203	1.7857142857142858
8	cdf	127.5	31.5	8	1.7320508075688772	1.7320508075688772	1.875
8	cdf	135.0	32.0	7	1.2488089563755576	1.2488089563755578	1.6428571428571428
8	cdf	142.5	32.5	6	2.23606797749979	2.23606797749979	2.8333333333333335
8	cdf	150.0	33.0	8	1.2799972098183876	1.2799972098183876	2.6875
8	cdf	157.5	34.0	8	1.0606601717798212	1.0606601717798212	2.375
8	cdf	165.0	36.0	7	0.6986381310057718	0.6986381310057719	1.2857142857142858
8	cdf	172.5	38.5	6	0.5477225575051661	0.5477225575051661	0.5
8	inverse_cdf	7.5	2.5	8	0.44320263021395917	0.44320263021395917	0.5
8	inverse_cdf	15.0	3.0	7	0.5773502691896257	0.5773502691896257	0.5
8	inverse_cdf	22.5	4.0	8	1.8791620472966135	1.8791620472966135	2.3125
8	inverse_cdf	30.0	5.0	8	2.8284271247461903	2.8284271247461903	3.125
8	inverse_cdf	37.5	7.5	8	2.2430448056157952	2.2430448056157952	2.0625
8	inverse_cdf	45.0	11.5	7	1.8027756377319946	1.8027756377319946	1.0
8	inverse_cdf	52.5	16.0	6	0.408248290463863	0.408248290463863	4.666666666666667
8	inverse_cdf	60.0	18.5	7	5.829930980560168	5.829930980560168	6.571428571428571
8	inverse_cdf	67.5	20.0	8	4.59813626840888	4.59813626840888	5.0
8	inverse_cdf	75.0	21.0	7	2.211980366743146	2.211980366743146	3.0
8	inverse_cdf	82.5	21.5	8	0.25877458475338283	0.25877458475338283	0.3125
8	inverse_cdf	90.0	22.0	8	0.0	0.0	0.0
8	inverse_cdf	97.5	22.5	7	0.4879500364742666	0.4879500364742666	0.42857142857142855
8	inverse_cdf	105.0	23.0	8	2.0948491251502714	2.0948491251502714	1.9375
8	inverse_cdf	112.5	24.0	7	2.5284100029182652	2.5284100029182657	4.642857142857143
8	inverse_cdf	120.0	25.5	6	5.134848261308864	5.134848261308864	6.666666666666667
8	inverse_cdf	127.5	28.0	7	4.442757616401691	4.442757616401691	6.642857142857143
8	inverse_cdf	135.0	32.5	8	4.233687180562251	4.233687180562251	3.5625
8	inverse_cdf	142.5	36.5	8	2.25099184487956	2.25099184487956	1.8125
8	inverse_cdf	150.0	39.0	8	3.359421718944242	3.359421718944242	1.75
8	inverse_cdf	157.5	40.0	8	1.6569658156660065	1.6569658156660065	1.0625
8	inverse_cdf	165.0	41.0	6	0.5845225972250061	0.5845225972250061	1.0833333333333333
8	inverse_cdf	172.5	41.5	7	0.9759000729485332	0.9759000729485333	1.0714285714285714
9	cdf	7.5	5.5	8	0.37201190457142247	0.37201190457142247	0.3125
9	cdf	15.0	8.0	7	1.4142135623730951	1.4142135623730951	1.0
9	cdf	22.5	10.0	8	0.37201190457142247	0.37201190457142247	2.3125
9	cdf	30.0	11.0	7	1.35400640077266	1.35400640077266	1.6428571428571428
9	cdf	37.5	11.5	8	0.44320263021395917	0.44320263021395917	0.625
9	cdf	45.0	12.0	8	0.2672612419124244	0.2672612419124244	1.25
9	cdf	52.5	12.5	8	0.5824823725107175	0.5824823725107175	1.625
9	cdf	60.0	13.0	8	0.8838834764831844	0.8838834764831844	0.9375
9	cdf	67.5	14.0	8	0.7763237542601484	0.7763237542601484	1.4375
9	cdf	75.0	16.0	8	2.0343040227908062	2.0343040227908062	2.3125
9	cdf	82.5	18.5	8	1.625686668105863	1.625686668105863	1.75
9	cdf	90.0	22.0	8	0.2672612419124244	0.2672612419124244	0.125
9	cdf	97.5	25.5	8	0.5345224838248488	0.5345224838248488	0.75
9	cdf	105.0	28.0	8	1.0350983390135313	1.0350983390135313	2.5
9	cdf	112.5	30.0	8	1.2229209763045665	1.2229209763045665	2.8125
9	cdf	120.0	31.0	8	2.7255405754769875	2.7255405754769875	2.375
9	cdf	127.5	31.5	8	1.439245834257849	1.439245834257849	1.25
9	cdf	135.0	32.0	8	0.5938674695827104	0.5938674695827104	0.8125
9	cdf	142.5	32.5	8	2.052872551885702	2.052872551885702	1.75
9	cdf	150.0	33.0	8	1.224744871391589	1.224744871391589	2.375
9	cdf	157.5	34.0	8	0.9038607667745545	0.9038607667745545	1.9375
9	cdf	165.0	36.0	8	1.1877349391654208	1.1877349391654208	1.0
9	cdf	172.5	38.5	7	0.2672612419124244	0.2672612419124244	0.2857142857142857
9	inverse_cdf	7.5	2.5	8	0.3535533905932738	0.3535533905932738	0.25
9	inverse_cdf	15.0	3.0	7	0.9940297973880049	0.9940297973880049	0.7142857142857143
9	inverse_cdf	22.5	4.0	8	0.9910312089651149	0.9910312089651149	0.875
9	inverse_cdf	30.0	5.0	8	2.520452056958944	2.520452056958944	2.5625
9	inverse_cdf	37.5	7.5	8	2.731267366731318	2.731267366731318	2.4375
9	inverse_cdf	45.0	11.5	8	0.5303300858899106	0.5303300858899106	0.3125
9	inverse_cdf	52.5	16.0	8	0.6781013409302687	0.6781013409302687	4.5625
9	inverse_cdf	60.0	18.5	8	2.8777161083053344	2.8777161083053344	2.0625
9	inverse_cdf	67.5	20.0	8	1.685018016012207	1.685018016012207	1.375
9	inverse_cdf	75.0	21.0	8	1.9086270308410553	1.9086270308410553	1.875
9	inverse_cdf	82.5	21.5	8	0.23145502494313785	0.23145502494313785	0.125
9	inverse_cdf	90.0	22.0	8	0.1767766952966369	0.1767766952966369	0.0625
9	inverse_cdf	97.5	22.5	8	0.7288689868556626	0.7288689868556626	0.4375
9	inverse_cdf	105.0	23.0	8	0.7440238091428449	0.7440238091428449	0.625
9	inverse_cdf	112.5	24.0	8	3.2671252107712587	3.2671252107712587	2.3125
9	inverse_cdf	120.0	25.5	8	5.2167313247172045	5.2167313247172045	7.875
9	inverse_cdf	127.5	28.0	7	1.35400640077266	1.35400640077266	5.0
9	inverse_cdf	135.0	32.5	8	3.590040787671201	3.590040787671201	3.8125
9	inverse_cdf	142.5	36.5	7	1.4638501094227998	1.4638501094227998	1.2142857142857142
9	inverse_cdf	150.0	39.0	8	0.6512350903146596	0.6512350903146596	0.4375
9	inverse_cdf	157.5	40.0	8	0.7288689868556626	0.7288689868556626	0.5625
9	inverse_cdf	165.0	41.0	7	1.0350983390135313	1.0350983390135313	0.7142857142857143
9	inverse_cdf	172.5	41.5	8	0.37201190457142247	0.37201190457142247	0.3125
10	cdf	7.5	5.5	8	1.2817398889233114	1.2817398889233114	1.25
10	cdf	15.0	8.0	7	2.8115408417381924	2.8115408417381924	2.142857142857143
10	cdf	22.5	10.0	7	1.0690449676496976	1.0690449676496976	1.0
10	cdf	30.0	11.0	6	1.8819316317727024	1.8819316317727026	1.4166666666666667
10	cdf	37.5	11.5	8	0.9910312089651149	0.9910312089651149	1.0
10	cdf	45.0	12.0	8	0.7763237542601484	0.7763237542601484	0.5625
10	cdf	52.5	12.5	8	0.8762745818846641	0.8762745818846641	0.75
10	cdf	60.0	13.0	8	1.3024701806293193	1.3024701806293193	1.0
10	cdf	67.5	14.0	7	1.2535663410560176	1.2535663410560174	1.4285714285714286
10	cdf	75.0	16.0	8	1.5979898086569353	1.5979898086569353	2.125
10	cdf	82.5	18.5	7	1.0350983390135313	1.0350983390135313	1.0714285714285714
10	cdf	90.0	22.0	8	0.6781013409302687	0.6781013409302687	0.4375
10	cdf	97.5	25.5	8	1.2817398889233114	1.2817398889233114	1.0
10	cdf	105.0	28.0	8	2.903200204700225	2.903200204700225	2.5
10	cdf	112.5	30.0	8	2.59721691706444	2.59721691706444	1.9375
10	cdf	120.0	31.0	8	1.015504800579495	1.015504800579495	3.0625
10	cdf	127.5	31.5	8	1.1160357137142674	1.1160357137142674	1.4375
10	cdf	135.0	32.0	7	1.2149857925879117	1.2149857925879117	1.3571428571428572
10	cdf	142.5	32.5	8	0.6408699444616557	0.6408699444616557	1.875
10	cdf	150.0	33.0	8	0.9613049166924836	0.9613049166924836	1.8125
10	cdf	157.5	34.0	8	1.2174328963613794	1.2174328963613794	1.875
10	cdf	165.0	36.0	8	1.2229209763045665	1.2229209763045665	1.5625
10	cdf	172.5	38.5	8	0.5976143046671968	0.5976143046671968	1.0
10	inverse_cdf	7.5	2.5	8	1.4500615750472707	1.4500615750472707	1.0625
10	inverse_cdf	15.0	3.0	8	1.5811388300841898	1.5811388300841898	1.125
10	inverse_cdf	22.5	4.0	8	1.8850918886280925	1.8850918886280925	1.5
10	inverse_cdf	30.0	5.0	8	3.1622776601683795	3.1622776601683795	2.625
10	inverse_cdf	37.5	7.5	8	4.12256421590807	4.12256421590807	4.4375
10	inverse_cdf	45.0	11.5	8	4.32135478095205	4.32135478095205	3.4375
10	inverse_cdf	52.5	16.0	8	4.4113287599737365	4.4113287599737365	4.5625
10	inverse_cdf	60.0	18.5	8	1.8468119248354136	1.8468119248354136	1.5
10	inverse_cdf	67.5	20.0	7	4.982110854991945	4.982110854991945	5.0
10	inverse_cdf	75.0	21.0	8	1.807721533549109	1.807721533549109	2.125
10	inverse_cdf	82.5	21.5	8	2.6177621304137952	2.6177621304137952	1.6875
10	inverse_cdf	90.0	22.0	8	0.3535533905932738	0.3535533905932738	0.25
10	inverse_cdf	97.5	22.5	8	0.4629100498862757	0.4629100498862757	0.25
10	inverse_cdf	105.0	23.0	8	1.5118578920369088	1.5118578920369088	1.25
10	inverse_cdf	112.5	24.0	8	2.569567779107718	2.569567779107718	1.4375
10	inverse_cdf	120.0	25.5	7	3.4572215654165053	3.4572215654165057	3.0714285714285716
10	inverse_cdf	127.5	28.0	8	3.9228042083620305	3.9228042083620305	4.0625
10	inverse_cdf	135.0	32.5	8	1.7915974515977156	1.7915974515977156	1.4375
10	inverse_cdf	142.5	36.5	8	1.2817398889233114	1.2817398889233114	1.25
10	inverse_cdf	150.0	39.0	8	1.5118578920369088	1.5118578920369088	2.75
10	inverse_cdf	157.5	40.0	8	1.6636878141217308	1.6636878141217308	1.5
10	inverse_cdf	165.0	41.0	8	0.0	0.0	1.0
10	inverse_cdf	172.5	41.5	8	0.0	0.0	0.5
11	inverse_cdf	7.5	2.5	8	0.7039429765866795	0.7039429765866795	0.4375
11	inverse_cdf	15.0	3.0	8	0.9161253813129043	0.9161253813129043	0.875
11	inverse_cdf	22.5	4.0	7	1.4556948921555024	1.4556948921555024	1.0
11	inverse_cdf	30.0	5.0	8	0.9910312089651149	0.9910312089651149	0.875
11	inverse_cdf	37.5	7.5	7	1.492042384180314	1.492042384180314	1.1428571428571428
11	inverse_cdf	45.0	11.5	8	0.7071067811865476	0.7071067811865476	0.5
11	inverse_cdf	52.5	16.0	8	2.7572955176093426	2.7572955176093426	2.9375
11	inverse_cdf	60.0	18.5	7	0.809173593712687	0.809173593712687	1.7142857142857142
11	inverse_cdf	67.5	20.0	8	1.407885953173359	1.407885953173359	4.375
11	inverse_cdf	75.0	21.0	8	1.2799972098183876	1.2799972098183876	3.3125
11	inverse_cdf	82.5	21.5	8	0.6512350903146596	0.6512350903146596	1.1875
11	inverse_cdf	90.0	22.0	8	0.4629100498862757	0.4629100498862757	0.375
11	inverse_cdf	97.5	22.5	7	1.3047532151257388	1.3047532151257386	1.0714285714285714
11	inverse_cdf	105.0	23.0	8	2.0873770280289223	2.0873770280289223	2.25
11	inverse_cdf	112.5	24.0	7	1.0578504710249077	1.0578504710249077	2.9285714285714284
11	inverse_cdf	120.0	25.5	8	0.7288689868556626	0.7288689868556626	2.5625
11	inverse_cdf	127.5	28.0	7	1.409998311380279	1.409998311380279	3.7857142857142856
11	inverse_cdf	135.0	32.5	8	0.37201190457142247	0.37201190457142247	0.3125
11	inverse_cdf	142.5	36.5	7	1.592392629257711	1.592392629257711	1.7142857142857142
11	inverse_cdf	150.0	39.0	8	1.5683817866104632	1.5683817866104632	1.6875
11	inverse_cdf	157.5	40.0	8	1.2535663410560174	1.2535663410560174	2.0
11	inverse_cdf	165.0	41.0	7	1.409998311380279	1.409998311380279	2.7857142857142856
11	inverse_cdf	172.5	41.5	8	0.3535533905932738	0.3535533905932738	0.25
12	cdf	7.5	5.5	8	0.1767766952966369	0.1767766952966369	0.0625
12	cdf	15.0	8.0	7	1.6583123951777	1.6583123951777	1.2142857142857142
12	cdf	22.5	10.0	8	1.4126343172547218	1.4126343172547218	1.1875
12	cdf	30.0	11.0	8	0.1767766952966369	0.1767766952966369	0.5625
12	cdf	37.5	11.5	6	0.3763863263545405	0.3763863263545405	0.9166666666666666
12	cdf	45.0	12.0	6	0.2581988897471611	0.25819888974716115	0.8333333333333334
12	cdf	52.5	12.5	8	0.4172614801981401	0.4172614801981401	0.5625
12	cdf	60.0	13.0	7	0.48795003647426666	0.48795003647426666	0.7142857142857143
12	cdf	67.5	14.0	8	1.0350983390135313	1.0350983390135313	0.75
12	cdf	75.0	16.0	7	1.0350983390135313	1.0350983390135313	0.5
12	cdf	82.5	18.5	7	0.0	0.0	0.0
12	cdf	90.0	22.0	7	0.0	0.0	0.0
12	cdf	97.5	25.5	8	0.0	0.0	0.0
12	cdf	105.0	28.0	6	1.2909944487358056	1.2909944487358056	0.8333333333333334
12	cdf	112.5	30.0	7	0.8997354108424372	0.8997354108424372	0.42857142857142855
12	cdf	120.0	31.0	7	0.6074928962939559	0.6074928962939559	0.35714285714285715
12	cdf	127.5	31.5	8	0.7529703086538577	0.7529703086538577	0.6875
12	cdf	135.0	32.0	8	0.7905694150420949	0.7905694150420949	0.75
12	cdf	142.5	32.5	7	0.5	0.5	0.5
12	cdf	150.0	33.0	8	0.8345229603962802	0.8345229603962802	1.125
12	cdf	157.5	34.0	8	0.7071067811865476	0.7071067811865476	0.25
12	cdf	165.0	36.0	6	0.0	0.0	0.0
12	cdf	172.5	38.5	8	1.208230701716948	1.208230701716948	0.6875
13	inverse_cdf	7.5	2.5	8	0.7559289460184544	0.7559289460184544	0.75
13	inverse_cdf	15.0	3.0	8	0.44320263021395917	0.44320263021395917	0.25
13	inverse_cdf	22.5	4.0	8	0.7288689868556626	0.7288689868556626	0.5625
13	inverse_cdf	30.0	5.0	8	1.2535663410560174	1.2535663410560174	0.75
13	inverse_cdf	37.5	7.5	8	1.941096891671599	1.941096891671599	1.125
13	inverse_cdf	45.0	11.5	8	1.889822365046136	1.889822365046136	1.25
13	inverse_cdf	52.5	16.0	7	1.4392458342578491	1.4392458342578487	4.214285714285714
13	inverse_cdf	60.0	18.5	8	2.583429337693823	2.583429337693823	4.0625
13	inverse_cdf	67.5	20.0	8	1.6420805617960927	1.6420805617960927	3.875
13	inverse_cdf	75.0	21.0	7	0.8521681032463466	0.8521681032463466	1.6428571428571428
13	inverse_cdf	82.5	21.5	8	0.49551560448255744	0.49551560448255744	0.4375
13	inverse_cdf	90.0	22.0	8	0.23145502494313785	0.23145502494313785	0.125
13	inverse_cdf	97.5	22.5	8	0.5976143046671968	0.5976143046671968	0.375
13	inverse_cdf	105.0	23.0	8	0.9425459443140463	0.9425459443140463	0.9375
13	inverse_cdf	112.5	24.0	7	1.1801936887041649	1.1801936887041649	1.5
13	inverse_cdf	120.0	25.5	6	1.4747881203752624	1.4747881203752624	2.25
13	inverse_cdf	127.5	28.0	8	1.9445436482630056	1.9445436482630056	1.8125
13	inverse_cdf	135.0	32.5	8	1.2174328963613794	1.2174328963613794	1.125
13	inverse_cdf	142.5	36.5	6	2.601281735350223	2.6012817353502227	2.6666666666666665
13	inverse_cdf	150.0	39.0	8	2.052872551885702	2.052872551885702	2.75
13	inverse_cdf	157.5	40.0	8	1.032939633141398	1.032939633141398	1.8125
13	inverse_cdf	165.0	41.0	8	0.32043497223082784	0.32043497223082784	1.0625
13	inverse_cdf	172.5	41.5	7	0.47559486560567094	0.4755948656056709	0.35714285714285715
14	cdf	7.5	5.5	8	0.7905694150420949	0.7905694150420949	0.625
14	cdf	15.0	8.0	8	1.050085030570654	1.050085030570654	0.8125
14	cdf	22.5	10.0	8	0.5824823725107175	0.5824823725107175	0.5
14	cdf	30.0	11.0	8	0.45806269065645216	0.45806269065645216	0.3125
14	cdf	37.5	11.5	8	0.5938674695827104	0.5938674695827104	0.4375
14	cdf	45.0	12.0	8	0.7440238091428449	0.7440238091428449	0.625
14	cdf	52.5	12.5	8	0.25877458475338283	0.25877458475338283	0.1875
14	cdf	60.0	13.0	8	0.9161253813129043	0.9161253813129043	0.5
14	cdf	67.5	14.0	8	0.9797047660246574	0.9797047660246574	0.6875
14	cdf	75.0	16.0	7	0.6725927091345493	0.6725927091345493	0.5714285714285714
14	cdf	82.5	18.5	8	0.5629958132298016	0.5629958132298016	0.3125
14	cdf	90.0	22.0	8	0.3535533905932738	0.3535533905932738	0.25
14	cdf	97.5	25.5	8	1.1259916264596033	1.1259916264596033	0.75
14	cdf	105.0	28.0	8	0.4172614801981401	0.4172614801981401	0.3125
14	cdf	112.5	30.0	7	0.9759000729485332	0.9759000729485332	0.7142857142857143
14	cdf	120.0	31.0	8	0.6232117273791125	0.6232117273791125	0.4375
14	cdf	127.5	31.5	8	0.6546536707079771	0.6546536707079771	0.625
14	cdf	135.0	32.0	7	0.44986770542121873	0.4498677054212186	0.42857142857142855
14	cdf	142.5	32.5	8	0.45806269065645216	0.45806269065645216	0.4375
14	cdf	150.0	33.0	8	0.4629100498862757	0.4629100498862757	0.75
14	cdf	157.5	34.0	8	0.9636241116594315	0.9636241116594315	1.125
14	cdf	165.0	36.0	8	1.1572751247156894	1.1572751247156894	0.75
14	cdf	172.5	38.5	8	0.5175491695067657	0.5175491695067657	0.875
