subject	mask	nvoxels	noise	smoothed	lambda	decoder	n_trials	pearson_r	spearman_rho	label	unit
04	NPCr	50	full	False	0.1	value	368	0.5086002141117361	0.5046255605690741	NPCr value (aprf-session-shift, standard)	CHF
04	NPCr	50	full	False	0	value	368	0.3843609488063367	0.39710539249332993	NPCr value (aprf-session-shift, standard)	CHF
04	NPCr	50	full	True	0.1	value	368	0.5297852952813924	0.5273539415301841	NPCr value (aprf-session-shift, standard)	CHF
04	NPCr	50	full	True	0	value	368	0.21140377913233904	0.1861285482023154	NPCr value (aprf-session-shift, standard)	CHF
04	NPCr	fdr05	full	False	0.1	value	368	0.48941139357465796	0.4788695553666529	NPCr value (aprf-session-shift, standard)	CHF
04	NPCr	psig95	full	False	0.1	value	368	0.4799878265348257	0.4678247975519141	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	0	full	False	0.1	value	368	0.06784178367383227	0.1360465169108102	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	0	full	False	0	value	368	0.03647935323235958	0.10537809019909407	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	0	full	True	0.1	value	368	0.06827681375354795	0.08679221611685004	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	0	full	True	0	value	368	0.05657977066662422	0.08306791067679023	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	100	full	False	0.1	value	368	0.09383537955096137	0.0976124556476214	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	100	full	False	0	value	368	0.11286351477382396	0.10912166759485921	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	100	full	True	0.1	value	368	0.029933788305870485	0.007705891488786065	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	100	full	True	0	value	368	0.05372539304141619	0.07872786625194436	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	250	full	False	0.1	value	368	0.07822889175775458	0.08345624058425313	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	250	full	False	0	value	368	0.1223479225271814	0.1157965094534088	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	250	full	True	0.1	value	368	0.1288761956613947	0.1334968371709918	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	250	full	True	0	value	368	0.09555660623621683	0.11138226799909731	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	500	full	False	0.1	value	368	0.1294467301510967	0.13812692452920328	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	500	full	False	0	value	368	0.1235943640297325	0.12926857008923698	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	500	full	True	0.1	value	368	0.07609559605343766	0.08268921674718002	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	500	full	True	0	value	368	0.061146765683016475	0.07835880830018684	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	50	full	False	0.1	value	368	0.0856092482154108	0.06693728375140838	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	50	full	False	0	value	368	0.06646226468322229	0.0663571978846772	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	50	full	True	0.1	value	368	-0.0009807924211139157	-0.005063706361581939	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	50	full	True	0	value	368	-0.02710979545649358	-0.006358781784981773	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	fdr05	full	False	0.1	value	368	0.11071189175842266	0.13777713853315107	NPCr value (aprf-session-shift, standard)	CHF
05	NPCr	psig95	full	False	0.1	value	368	0.11071189175842266	0.13777713853315107	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	0	full	False	0.1	value	368	0.5163066044998854	0.5193811334548789	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	0	full	False	0	value	368	0.5512775717525646	0.556884359257499	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	0	full	True	0.1	value	368	0.6691351788935112	0.6846371900305099	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	0	full	True	0	value	368	0.5286688449172188	0.5519430298146462	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	100	full	False	0.1	value	368	0.5259116763550168	0.5297137925063049	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	100	full	False	0	value	368	0.41890016010114073	0.44231450978473613	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	100	full	True	0.1	value	368	0.7574467288033728	0.7673129164086963	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	100	full	True	0	value	368	0.3288124084772134	0.3329162896255051	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	250	full	False	0.1	value	368	0.35255150785859113	0.34674006345295594	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	250	full	False	0	value	368	0.30998386836424463	0.3334000157137095	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	250	full	True	0.1	value	368	0.5101652582511975	0.5073342339434617	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	250	full	True	0	value	368	0.22621190797063095	0.2617594111724093	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	500	full	False	0.1	value	368	0.24513791114424324	0.2543079094989339	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	500	full	False	0	value	368	0.29460097443947986	0.3145212079047441	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	500	full	True	0.1	value	368	0.4853134463715112	0.48933230011908996	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	500	full	True	0	value	368	0.22069024700744366	0.22141164470767874	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	50	full	False	0.1	value	368	0.5788451839064316	0.5805464664725336	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	50	full	False	0	value	368	0.39476193003281623	0.4053258451994489	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	50	full	True	0.1	value	368	0.7563677642530318	0.7600136631852932	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	50	full	True	0	value	368	0.3510496684162643	0.3344946627977736	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	fdr05	full	False	0.1	value	368	0.5350695311067778	0.5357728953800683	NPCr value (aprf-session-shift, standard)	CHF
06	NPCr	psig95	full	False	0.1	value	368	0.516823690778847	0.5198128252626788	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	0	full	False	0.1	value	368	0.249364788034364	0.25038799370846476	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	0	full	False	0	value	368	0.24846949529178353	0.24888574476123235	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	0	full	True	0.1	value	368	0.05486024445009905	0.07353889217827762	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	0	full	True	0	value	368	0.02329413748240515	0.05246019062554595	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	100	full	False	0.1	value	368	0.08985588018352217	0.11378644447334031	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	100	full	False	0	value	368	0.1868387210992971	0.19668861633106452	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	100	full	True	0.1	value	368	0.21485887883840643	0.22583455854205764	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	100	full	True	0	value	368	0.09304183344433382	0.13572660244610132	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	250	full	False	0.1	value	368	0.07912270698483331	0.08046812385213789	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	250	full	False	0	value	368	0.18287122206827244	0.1939597074031863	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	250	full	True	0.1	value	368	0.15230553002220992	0.15858314191265196	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	250	full	True	0	value	368	0.11645846880051	0.1325409481680062	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	500	full	False	0.1	value	368	0.12155726450292767	0.11784704554045855	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	500	full	False	0	value	368	0.1779019683300101	0.16677661388078352	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	500	full	True	0.1	value	368	0.12019858822505905	0.13387938549174308	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	500	full	True	0	value	368	0.15564532280490556	0.17390145590505315	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	50	full	False	0.1	value	368	0.19754713602122242	0.20506613547618216	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	50	full	False	0	value	368	0.20254462506972917	0.21034857853501987	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	50	full	True	0.1	value	368	0.14676748440875664	0.15301451031158975	NPCr value (aprf-session-shift, standard)	CHF
07	NPCr	50	full	True	0	value	368	0.14798677691017537	0.16019524100740487	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	0	full	False	0.1	value	368	0.3406321102052611	0.3528964897030315	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	0	full	False	0	value	368	0.34160564213753675	0.35070141394819165	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	0	full	True	0.1	value	368	0.2528466274695278	0.26621123294034615	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	0	full	True	0	value	368	0.14033994345884632	0.1540041252370597	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	100	full	False	0.1	value	368	0.3174177303400042	0.32543395282290116	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	100	full	False	0	value	368	0.3083784069868696	0.31993759105573394	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	100	full	True	0.1	value	368	0.35741997478469256	0.35959927589735385	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	100	full	True	0	value	368	0.27858377143544144	0.2859669147339053	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	250	full	False	0.1	value	368	0.17698392583605116	0.17348903605295854	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	250	full	False	0	value	368	0.2196434341359186	0.23111796519868064	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	250	full	True	0.1	value	368	0.24464539994482937	0.2401651848045594	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	250	full	True	0	value	368	0.12040131296833559	0.11485700161277278	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	500	full	False	0.1	value	368	0.09799740448107308	0.10060731756423352	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	500	full	False	0	value	368	0.18833572131152088	0.1978931135626492	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	500	full	True	0.1	value	368	0.10829927000644068	0.11945529024407038	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	500	full	True	0	value	368	0.021495411908429733	0.04072164240541442	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	50	full	False	0.1	value	368	0.45422427083066064	0.4508828212913368	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	50	full	False	0	value	368	0.37395622614966356	0.38501031309264927	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	50	full	True	0.1	value	368	0.42285588654922734	0.42938880909315474	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	50	full	True	0	value	368	0.2605257080672908	0.2822368277071339	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	fdr05	full	False	0.1	value	368	0.28307436870111086	0.3002320163470088	NPCr value (aprf-session-shift, standard)	CHF
08	NPCr	psig95	full	False	0.1	value	368	0.2930127224217182	0.30658308934970846	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	0	full	False	0.1	value	368	0.33473779203180276	0.3399023735686961	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	0	full	False	0	value	368	0.31551162066999916	0.3227060074928082	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	0	full	True	0.1	value	368	0.2548030419447731	0.25580148606609887	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	0	full	True	0	value	368	0.16440025727573718	0.15933860257630186	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	100	full	False	0.1	value	368	0.3878325489576282	0.39318258590950494	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	100	full	False	0	value	368	0.30777316278265165	0.30856424639621893	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	100	full	True	0.1	value	368	0.35613747077598057	0.3664504561506075	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	100	full	True	0	value	368	0.2257887300250412	0.21149622349727376	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	250	full	False	0.1	value	368	0.27016589934103746	0.2778216226550371	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	250	full	False	0	value	368	0.30146584755284106	0.297594649208731	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	250	full	True	0.1	value	368	0.29858209066191627	0.3037770925990088	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	250	full	True	0	value	368	0.1731808331397212	0.18468893311112544	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	500	full	False	0.1	value	368	0.2710012558685381	0.2737244048720788	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	500	full	False	0	value	368	0.27008384136128055	0.2778996740756438	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	500	full	True	0.1	value	368	0.22976017601990337	0.23376978630373743	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	500	full	True	0	value	368	0.09954606788999101	0.11737970061460369	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	50	full	False	0.1	value	368	0.42386510357249957	0.43819031126379027	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	50	full	False	0	value	368	0.35530744039001344	0.3716153402796425	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	50	full	True	0.1	value	368	0.3430619710158085	0.35259102920510166	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	50	full	True	0	value	368	0.1533238333889501	0.17114171184804636	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	fdr05	full	False	0.1	value	368	0.36636577153348243	0.37504574839519567	NPCr value (aprf-session-shift, standard)	CHF
09	NPCr	psig95	full	False	0.1	value	368	0.349479703113346	0.3541395308460269	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	0	full	False	0.1	value	368	0.4794857699256251	0.48399107759535087	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	0	full	False	0	value	368	0.47143314306294853	0.47613968284098934	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	0	full	True	0.1	value	368	0.37583291450541584	0.37869971119693085	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	0	full	True	0	value	368	0.22603440955627735	0.21991132295601692	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	100	full	False	0.1	value	368	0.35556163163422877	0.34674199064852657	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	100	full	False	0	value	368	0.44335004867462735	0.4354691111181942	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	100	full	True	0.1	value	368	0.38836666353619326	0.3894669528495125	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	100	full	True	0	value	368	0.23362963947224757	0.25522332739493825	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	250	full	False	0.1	value	368	0.13407186002394142	0.14422264411880695	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	250	full	False	0	value	368	0.257895352392918	0.2534088727652791	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	250	full	True	0.1	value	368	0.24113533943588955	0.2339422703073004	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	250	full	True	0	value	368	0.19280860091352553	0.19663369125730426	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	500	full	False	0	value	368	0.20745725580758198	0.19025660111440237	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	500	full	True	0.1	value	368	0.17999300830658196	0.17671323424246438	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	500	full	True	0	value	368	0.17200857957221932	0.20363711996063014	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	50	full	False	0.1	value	368	0.41136005909371826	0.4009347300919838	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	50	full	False	0	value	368	0.45038328364711844	0.45212008084762056	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	50	full	True	0.1	value	368	0.42443331991281996	0.4238991925104844	NPCr value (aprf-session-shift, standard)	CHF
10	NPCr	50	full	True	0	value	368	0.30031653031419514	0.29402837380545516	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	0	full	False	0.1	value	368	0.3831675474837576	0.36974692417400834	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	0	full	False	0	value	368	0.3462873728959052	0.33549102290774047	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	0	full	True	0.1	value	368	0.41978766252684974	0.4146062554693624	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	0	full	True	0	value	368	0.27358894283744173	0.2307036181510155	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	100	full	False	0.1	value	368	0.24256711547859938	0.24661936277028265	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	100	full	False	0	value	368	0.3289141159773762	0.3024020385594317	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	100	full	True	0.1	value	368	0.3992961064300441	0.39145870947166095	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	100	full	True	0	value	368	0.24081766873810442	0.21261688772154014	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	250	full	False	0	value	368	0.2403274137376721	0.2172383026996842	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	250	full	True	0.1	value	368	0.340814000310947	0.34217260995078697	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	250	full	True	0	value	368	0.22514350242207704	0.26036508517712686	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	500	full	False	0.1	value	368	0.2454211607936968	0.24201818334562922	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	500	full	False	0	value	368	0.2689177064736631	0.25663307095478494	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	500	full	True	0.1	value	368	0.19380799033637758	0.18408764809311837	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	500	full	True	0	value	368	0.2211661836081557	0.22110811140531944	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	50	full	False	0.1	value	368	0.26624639382928156	0.26281840513841853	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	50	full	False	0	value	368	0.28769268314404484	0.273030614466686	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	50	full	True	0.1	value	368	0.38383354914153167	0.36302968401290703	NPCr value (aprf-session-shift, standard)	CHF
13	NPCr	50	full	True	0	value	368	0.19053604978313982	0.21875789640705143	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	0	full	False	0.1	value	368	0.20540558874984205	0.21640960860435393	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	0	full	False	0	value	368	0.208431479431621	0.21585843067118077	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	0	full	True	0.1	value	368	0.2575109561141732	0.23035094136160753	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	0	full	True	0	value	368	0.16218278327877694	0.12211192933805354	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	100	full	False	0.1	value	368	0.22367369158045972	0.21075328960483236	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	100	full	False	0	value	368	0.23513482986988174	0.24728809963325848	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	100	full	True	0.1	value	368	0.33184653193426095	0.3030698118246223	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	100	full	True	0	value	368	0.1767511442875633	0.13960026554287763	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	250	full	False	0.1	value	368	0.10812325986135937	0.10649104564107831	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	250	full	False	0	value	368	0.19265293166301573	0.21510971519202776	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	250	full	True	0.1	value	368	0.157739663546231	0.15329780806045848	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	250	full	True	0	value	368	0.1787203656260768	0.1545398856056686	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	500	full	False	0	value	368	0.1570175520602144	0.16854288862117928	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	500	full	True	0.1	value	368	0.26201070412804767	0.26394870534053755	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	500	full	True	0	value	368	0.12353837727845203	0.13437274755780018	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	50	full	False	0.1	value	368	0.21150194333955846	0.20652502252307753	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	50	full	False	0	value	368	0.20667357064445657	0.21033123377488508	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	50	full	True	0.1	value	368	0.3464824079918586	0.3294010849048484	NPCr value (aprf-session-shift, standard)	CHF
14	NPCr	50	full	True	0	value	368	0.1352791049030351	0.1422077611498121	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	0	full	False	0.1	value	368	0.170614696976012	0.19582812350882042	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	0	full	False	0	value	368	0.27080662895714763	0.2827427165443995	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	0	full	True	0.1	value	368	0.2734928536392375	0.2738939980822858	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	0	full	True	0	value	368	0.07157207928537147	0.08665056724241567	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	100	full	False	0.1	value	368	0.25353828673153733	0.2560520214902685	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	100	full	False	0	value	368	0.23998596443881093	0.24738060502064418	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	100	full	True	0.1	value	368	0.2423909229883435	0.24497161055747482	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	100	full	True	0	value	368	0.06762297943413381	0.061606660803307275	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	250	full	False	0.1	value	368	0.041193535468658615	0.05466201156488273	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	250	full	False	0	value	368	0.17285655969797192	0.16953443074221977	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	250	full	True	0.1	value	368	0.2164186342087036	0.21921753255062412	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	250	full	True	0	value	368	0.08395347716410263	0.08596352202151977	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	500	full	False	0.1	value	368	0.13106968848436668	0.13251011303887764	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	500	full	False	0	value	368	0.16179891603199742	0.16902179672045733	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	500	full	True	0.1	value	368	0.10491762746433783	0.10731973973640857	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	500	full	True	0	value	368	0.058375980998514904	0.049555906900749	NPCr value (aprf-session-shift, standard)	CHF
pil01	NPCr	50	full	False	0.1	value	368	0.20946596421882513	0.21543926563458937	NPCr value (aprf-session-shift, standard)	CHF
